,scientific_name,park_name,observations
20998,Albizia julibrissin,Great Smoky Mountains National Park,54
22811,Albizia julibrissin,Yosemite National Park,148
3739,Alcea rosea,Yosemite National Park,128
12012,Alcea rosea,Bryce National Park,108
16504,Alcea rosea,Great Smoky Mountains National Park,73
17398,Alcea rosea,Yellowstone National Park,291
1081,Alces alces,Yosemite National Park,161
8762,Alces alces,Yellowstone National Park,197
12804,Alces alces,Bryce National Park,101
17203,Alces alces,Great Smoky Mountains National Park,44
1774,Alces alces shirasi,Great Smoky Mountains National Park,83
9643,Alces alces shirasi,Yosemite National Park,168
13038,Alces alces shirasi,Bryce National Park,81
22617,Alces alces shirasi,Yellowstone National Park,245
1778,Alectoris chukar,Bryce National Park,120
2064,Alectoris chukar,Yellowstone National Park,253
5865,Alectoris chukar,Great Smoky Mountains National Park,80
7351,Alectoris chukar,Yosemite National Park,159
8179,Alectoris chukar,Yellowstone National Park,281
9525,Alectoris chukar,Great Smoky Mountains National Park,100
21395,Alectoris chukar,Yosemite National Park,128
22772,Alectoris chukar,Bryce National Park,109
1353,Aletris farinosa,Great Smoky Mountains National Park,85
11317,Aletris farinosa,Yellowstone National Park,216
18871,Aletris farinosa,Yosemite National Park,170
21735,Aletris farinosa,Bryce National Park,79
2665,Alisma plantago-aquatica,Yellowstone National Park,290
8389,Alisma plantago-aquatica,Great Smoky Mountains National Park,64
16359,Alisma plantago-aquatica,Yosemite National Park,140
18373,Alisma plantago-aquatica,Bryce National Park,97
4052,Alisma subcordatum,Yellowstone National Park,226
9774,Alisma subcordatum,Bryce National Park,86
14991,Alisma subcordatum,Great Smoky Mountains National Park,69
15445,Alisma subcordatum,Yosemite National Park,159
6151,Alisma triviale,Yellowstone National Park,273
19048,Alisma triviale,Great Smoky Mountains National Park,69
19821,Alisma triviale,Bryce National Park,87
20727,Alisma triviale,Yosemite National Park,174
9921,Alliaria petiolata,Great Smoky Mountains National Park,70
11584,Alliaria petiolata,Yellowstone National Park,240
13587,Alliaria petiolata,Bryce National Park,99
20492,Alliaria petiolata,Yosemite National Park,150
3975,Allium ampeloprasum,Bryce National Park,121
4400,Allium ampeloprasum,Yosemite National Park,139
4841,Allium ampeloprasum,Yellowstone National Park,244
18981,Allium ampeloprasum,Great Smoky Mountains National Park,70
1321,Allium amplectens,Yosemite National Park,167
3683,Allium amplectens,Yellowstone National Park,239
7608,Allium amplectens,Great Smoky Mountains National Park,112
17555,Allium amplectens,Bryce National Park,96
2575,Allium bisceptrum var. bisceptrum,Great Smoky Mountains National Park,68
7227,Allium bisceptrum var. bisceptrum,Yosemite National Park,145
15184,Allium bisceptrum var. bisceptrum,Yellowstone National Park,276
20751,Allium bisceptrum var. bisceptrum,Bryce National Park,105
716,Allium brandegeei,Yellowstone National Park,239
9068,Allium brandegeei,Bryce National Park,104
12000,Allium brandegeei,Great Smoky Mountains National Park,62
20668,Allium brandegeei,Yosemite National Park,170
3323,Allium brevistylum,Great Smoky Mountains National Park,118
10994,Allium brevistylum,Bryce National Park,110
14267,Allium brevistylum,Yosemite National Park,168
15185,Allium brevistylum,Yellowstone National Park,263
5630,Allium burdickii,Yellowstone National Park,223
8448,Allium burdickii,Great Smoky Mountains National Park,90
9075,Allium burdickii,Bryce National Park,98
18400,Allium burdickii,Yosemite National Park,150
276,Allium campanulatum,Yellowstone National Park,234
4740,Allium campanulatum,Great Smoky Mountains National Park,84
7332,Allium campanulatum,Bryce National Park,136
17213,Allium campanulatum,Yosemite National Park,166
4633,Allium canadense,Yosemite National Park,172
15365,Allium canadense,Great Smoky Mountains National Park,71
18813,Allium canadense,Bryce National Park,90
21543,Allium canadense,Yellowstone National Park,266
1192,Allium cernuum,Yellowstone National Park,236
16052,Allium cernuum,Bryce National Park,112
22629,Allium cernuum,Yosemite National Park,146
23149,Allium cernuum,Great Smoky Mountains National Park,90
4035,Allium cernuum var. cernuum,Bryce National Park,112
15386,Allium cernuum var. cernuum,Yosemite National Park,143
21196,Allium cernuum var. cernuum,Great Smoky Mountains National Park,64
22777,Allium cernuum var. cernuum,Yellowstone National Park,225
16700,Allium geyeri var. tenerum,Yellowstone National Park,237
18443,Allium geyeri var. tenerum,Yosemite National Park,137
22051,Allium geyeri var. tenerum,Great Smoky Mountains National Park,84
22627,Allium geyeri var. tenerum,Bryce National Park,73
15883,Allium hyalinum,Yellowstone National Park,245
17111,Allium hyalinum,Bryce National Park,106
17121,Allium hyalinum,Great Smoky Mountains National Park,88
21244,Allium hyalinum,Yosemite National Park,140
8947,Allium obtusum,Yosemite National Park,157
9743,Allium obtusum,Yellowstone National Park,230
18902,Allium obtusum,Great Smoky Mountains National Park,81
21067,Allium obtusum,Bryce National Park,127
12275,Allium obtusum var. conspicuum,Yosemite National Park,119
14043,Allium obtusum var. conspicuum,Bryce National Park,113
18754,Allium obtusum var. conspicuum,Great Smoky Mountains National Park,85
21640,Allium obtusum var. conspicuum,Yellowstone National Park,244
4006,Allium obtusum var. obtusum,Yellowstone National Park,262
7137,Allium obtusum var. obtusum,Yosemite National Park,130
11713,Allium obtusum var. obtusum,Great Smoky Mountains National Park,97
19949,Allium obtusum var. obtusum,Bryce National Park,108
825,Allium schoenoprasum,Yosemite National Park,143
3989,Allium schoenoprasum,Bryce National Park,95
7907,Allium schoenoprasum,Yellowstone National Park,248
8984,Allium schoenoprasum,Great Smoky Mountains National Park,71
1008,Allium textile,Yellowstone National Park,260
12082,Allium textile,Great Smoky Mountains National Park,87
14321,Allium textile,Bryce National Park,105
14666,Allium textile,Yosemite National Park,181
5027,Allium tribracteatum,Yellowstone National Park,230
5347,Allium tribracteatum,Yosemite National Park,135
13428,Allium tribracteatum,Great Smoky Mountains National Park,66
16401,Allium tribracteatum,Bryce National Park,125
3226,Allium tricoccum,Bryce National Park,104
8763,Allium tricoccum,Yellowstone National Park,300
14375,Allium tricoccum,Yosemite National Park,184
16332,Allium tricoccum,Great Smoky Mountains National Park,66
8671,Allium validum,Yellowstone National Park,227
8839,Allium validum,Great Smoky Mountains National Park,54
22162,Allium validum,Yosemite National Park,159
22298,Allium validum,Bryce National Park,117
2293,Allium vineale,Great Smoky Mountains National Park,66
9257,Allium vineale,Yosemite National Park,166
11733,Allium vineale,Yellowstone National Park,258
21084,Allium vineale,Bryce National Park,78
15069,Allium yosemitense,Yosemite National Park,139
15918,Allium yosemitense,Bryce National Park,98
18818,Allium yosemitense,Yellowstone National Park,226
19955,Allium yosemitense,Great Smoky Mountains National Park,79
5776,Allophyllum divaricatum,Yellowstone National Park,205
6104,Allophyllum divaricatum,Bryce National Park,83
17718,Allophyllum divaricatum,Yosemite National Park,130
21646,Allophyllum divaricatum,Great Smoky Mountains National Park,57
329,Allophyllum gilioides ssp. gilioides,Great Smoky Mountains National Park,54
3055,Allophyllum gilioides ssp. gilioides,Bryce National Park,55
15469,Allophyllum gilioides ssp. gilioides,Yosemite National Park,162
16198,Allophyllum gilioides ssp. gilioides,Yellowstone National Park,231
7691,Allophyllum gilioides ssp. violaceum,Bryce National Park,127
12123,Allophyllum gilioides ssp. violaceum,Yosemite National Park,129
21706,Allophyllum gilioides ssp. violaceum,Yellowstone National Park,275
23238,Allophyllum gilioides ssp. violaceum,Great Smoky Mountains National Park,39
5066,Allophyllum integrifolium,Yosemite National Park,134
7630,Allophyllum integrifolium,Bryce National Park,114
8782,Allophyllum integrifolium,Great Smoky Mountains National Park,89
8927,Allophyllum integrifolium,Yellowstone National Park,266
10917,Allotropa virgata,Bryce National Park,94
15127,Allotropa virgata,Yosemite National Park,151
20838,Allotropa virgata,Yellowstone National Park,226
22678,Allotropa virgata,Great Smoky Mountains National Park,44
5561,Alnus incana ssp. tenuifolia,Yellowstone National Park,231
14219,Alnus incana ssp. tenuifolia,Bryce National Park,115
15984,Alnus incana ssp. tenuifolia,Yosemite National Park,148
22448,Alnus incana ssp. tenuifolia,Great Smoky Mountains National Park,78
10139,Alnus rhombifolia,Yosemite National Park,168
12035,Alnus rhombifolia,Great Smoky Mountains National Park,63
16459,Alnus rhombifolia,Bryce National Park,106
19648,Alnus rhombifolia,Yellowstone National Park,228
7117,Alnus serrulata,Bryce National Park,81
11524,Alnus serrulata,Great Smoky Mountains National Park,89
19136,Alnus serrulata,Yosemite National Park,167
20197,Alnus serrulata,Yellowstone National Park,234
2760,Alopecurus aequalis,Yellowstone National Park,256
12839,Alopecurus aequalis,Bryce National Park,73
13384,Alopecurus aequalis,Yosemite National Park,154
19617,Alopecurus aequalis,Great Smoky Mountains National Park,59
3470,Alopecurus arundinaceus,Great Smoky Mountains National Park,100
10032,Alopecurus arundinaceus,Bryce National Park,76
20130,Alopecurus arundinaceus,Yosemite National Park,109
20953,Alopecurus arundinaceus,Yellowstone National Park,259
2097,Alopecurus borealis,Bryce National Park,94
6177,Alopecurus borealis,Great Smoky Mountains National Park,53
7079,Alopecurus borealis,Yosemite National Park,141
11757,Alopecurus borealis,Yellowstone National Park,230
1315,Alopecurus carolinianus,Yosemite National Park,158
3471,Alopecurus carolinianus,Bryce National Park,140
11631,Alopecurus carolinianus,Great Smoky Mountains National Park,71
17553,Alopecurus carolinianus,Yellowstone National Park,255
2197,Alopecurus pratensis,Yellowstone National Park,270
11785,Alopecurus pratensis,Bryce National Park,130
14038,Alopecurus pratensis,Yosemite National Park,149
16446,Alopecurus pratensis,Great Smoky Mountains National Park,45
817,Alyssum alyssoides,Great Smoky Mountains National Park,60
6002,Alyssum alyssoides,Yellowstone National Park,235
7421,Alyssum alyssoides,Bryce National Park,86
14275,Alyssum alyssoides,Yosemite National Park,130
4472,Alyssum desertorum,Bryce National Park,106
10881,Alyssum desertorum,Great Smoky Mountains National Park,96
15992,Alyssum desertorum,Yosemite National Park,142
18683,Alyssum desertorum,Yellowstone National Park,262
285,Amaranthus albus,Yellowstone National Park,212
5202,Amaranthus albus,Yellowstone National Park,234
8156,Amaranthus albus,Great Smoky Mountains National Park,90
8651,Amaranthus albus,Yosemite National Park,131
11719,Amaranthus albus,Yosemite National Park,139
13417,Amaranthus albus,Great Smoky Mountains National Park,55
16356,Amaranthus albus,Bryce National Park,148
18293,Amaranthus albus,Bryce National Park,120
3862,Amaranthus blitoides,Bryce National Park,98
5398,Amaranthus blitoides,Yosemite National Park,168
17341,Amaranthus blitoides,Great Smoky Mountains National Park,64
17927,Amaranthus blitoides,Yellowstone National Park,228
13935,Amaranthus californicus,Yellowstone National Park,274
15042,Amaranthus californicus,Great Smoky Mountains National Park,103
16945,Amaranthus californicus,Bryce National Park,82
23262,Amaranthus californicus,Yosemite National Park,108
1793,Amaranthus hybridus,Bryce National Park,128
8338,Amaranthus hybridus,Yellowstone National Park,221
10386,Amaranthus hybridus,Yosemite National Park,163
23288,Amaranthus hybridus,Great Smoky Mountains National Park,65
25,Amaranthus retroflexus,Yellowstone National Park,247
1498,Amaranthus retroflexus,Bryce National Park,103
6142,Amaranthus retroflexus,Yosemite National Park,121
9023,Amaranthus retroflexus,Bryce National Park,78
12538,Amaranthus retroflexus,Yellowstone National Park,231
14329,Amaranthus retroflexus,Great Smoky Mountains National Park,21
15395,Amaranthus retroflexus,Yosemite National Park,148
19441,Amaranthus retroflexus,Great Smoky Mountains National Park,86
1736,Amaranthus spinosus,Great Smoky Mountains National Park,90
4477,Amaranthus spinosus,Yosemite National Park,152
11283,Amaranthus spinosus,Yellowstone National Park,245
14733,Amaranthus spinosus,Bryce National Park,93
7441,Ambloplites rupestris,Great Smoky Mountains National Park,92
14374,Ambloplites rupestris,Bryce National Park,95
16671,Ambloplites rupestris,Yellowstone National Park,220
17971,Ambloplites rupestris,Yosemite National Park,121
1167,Amblystegium serpens,Yosemite National Park,123
12363,Amblystegium serpens,Great Smoky Mountains National Park,49
12937,Amblystegium serpens,Bryce National Park,112
16280,Amblystegium serpens,Yellowstone National Park,251
757,Amblystegium varium,Yellowstone National Park,274
7333,Amblystegium varium,Bryce National Park,74
11038,Amblystegium varium,Great Smoky Mountains National Park,64
12835,Amblystegium varium,Yosemite National Park,152
2243,Ambrosia artemisiifolia,Bryce National Park,63
2346,Ambrosia artemisiifolia,Great Smoky Mountains National Park,47
3991,Ambrosia artemisiifolia,Great Smoky Mountains National Park,92
5531,Ambrosia artemisiifolia,Yosemite National Park,142
7186,Ambrosia artemisiifolia,Yellowstone National Park,243
11783,Ambrosia artemisiifolia,Yosemite National Park,139
19293,Ambrosia artemisiifolia,Yellowstone National Park,199
21267,Ambrosia artemisiifolia,Bryce National Park,66
1649,Ambrosia bidentata,Yellowstone National Park,254
5819,Ambrosia bidentata,Great Smoky Mountains National Park,90
12463,Ambrosia bidentata,Bryce National Park,108
22540,Ambrosia bidentata,Yosemite National Park,124
1121,Ambrosia psilostachya,Yosemite National Park,186
17357,Ambrosia psilostachya,Yellowstone National Park,248
19549,Ambrosia psilostachya,Bryce National Park,90
22767,Ambrosia psilostachya,Great Smoky Mountains National Park,69
4919,Ambrosia trifida,Bryce National Park,91
14064,Ambrosia trifida,Yosemite National Park,123
15777,Ambrosia trifida,Yellowstone National Park,279
21332,Ambrosia trifida,Great Smoky Mountains National Park,46
1295,Ambystoma maculatum,Yosemite National Park,163
3293,Ambystoma maculatum,Yellowstone National Park,233
16111,Ambystoma maculatum,Bryce National Park,92
17054,Ambystoma maculatum,Great Smoky Mountains National Park,51
972,Ambystoma mavortium melanostictum,Bryce National Park,84
989,Ambystoma mavortium melanostictum,Yellowstone National Park,287
4878,Ambystoma mavortium melanostictum,Yosemite National Park,157
14203,Ambystoma mavortium melanostictum,Great Smoky Mountains National Park,79
7277,Ambystoma opacum,Yosemite National Park,167
7294,Ambystoma opacum,Yellowstone National Park,301
